,Column,Value,Count
7064,색상_b*,1.9365,1
7065,색상_b*,1.7165,1
7066,색상_b*,1.793,1
7067,색상_b*,38.87,1
7068,색상_b*,1.768,1
7069,색상_b*,1.8615,1
7070,색상_b*,1.8765,1
7071,색상_b*,1.9465,1
7072,색상_b*,1.895,1
7073,색상_b*,39.17,1
7074,색상_b*,2.0255,1
7075,색상_b*,-19.568,1
7076,색상_b*,-19.1265,1
7077,색상_b*,-20.2365,1
7078,색상_b*,-19.903,1
7079,색상_b*,-19.5755,1
7080,색상_b*,-12.399,1
7081,색상_b*,-16.059,1
7082,색상_b*,-14.6175,1
7083,색상_b*,8.0125,1
7084,색상_b*,0.1565,1
7085,색상_b*,0.3055,1
7086,색상_b*,0.2125,1
7087,색상_b*,0.2415,1
7088,색상_b*,0.169,1
7089,색상_b*,0.1415,1
7090,색상_b*,7.0225,1
7091,색상_b*,7.758,1
7092,색상_b*,7.6105,1
7093,색상_b*,50.3125,1
7094,색상_b*,7.563,1
7095,색상_b*,7.578,1
7096,색상_b*,7.443,1
7097,색상_b*,50.05625,1
7098,색상_b*,7.3315,1
7099,색상_b*,7.2665,1
7100,색상_b*,50.144,1
7101,색상_b*,0.0635,1
7102,색상_b*,0.135,1
7103,색상_b*,-1.6575,1
7104,색상_b*,2.235,1
7105,색상_b*,22.9315,1
7106,색상_b*,23.1125,1
7107,색상_b*,23.429,1
7108,색상_b*,23.3255,1
7109,색상_b*,22.6805,1
7110,색상_b*,22.6205,1
7111,색상_b*,23.093,1
7112,색상_b*,-1.8205,1
7113,색상_b*,-2.084,1
7114,색상_b*,-1.7475,1
7115,색상_b*,-2.3965,1
7116,색상_b*,-2.1315,1
7117,색상_b*,2.26,1
7118,색상_b*,-2.105,1
7119,색상_b*,50.37,1
7120,색상_b*,-2.1275,1
7121,색상_b*,7.9265,1
7122,색상_b*,7.7615,1
7123,색상_b*,-22.9775,1
7124,색상_b*,7.824,1
7125,색상_b*,13.3655,1
7126,색상_b*,13.3375,1
7127,색상_b*,13.104,1
7128,색상_b*,36.1075,1
7129,색상_b*,-0.469,1
7130,색상_b*,-0.2365,1
7131,색상_b*,-0.4155,1
7132,색상_b*,-0.324,1
7133,색상_b*,-0.314,1
7134,색상_b*,-0.159,1
7135,색상_b*,-0.143,1
7136,색상_b*,-0.2865,1
7137,색상_b*,8.8255,1
7138,색상_b*,8.868,1
7139,색상_b*,9.0115,1
7140,색상_b*,8.943,1
7141,색상_b*,9.068,1
7142,색상_b*,13.368,1
7143,색상_b*,13.6105,1
7144,색상_b*,13.7165,1
7145,색상_b*,-3.2265,1
7146,색상_b*,7.929,1
7147,색상_b*,7.8315,1
7148,색상_b*,7.955,1
7149,색상_b*,-3.578,1
7150,색상_b*,-3.33,1
7151,색상_b*,-3.388,1
7152,색상_b*,-3.308,1
7153,색상_b*,-2.939,1
7154,색상_b*,13.5305,1
7155,색상_b*,-3.108,1
7156,색상_b*,-2.9965,1
7157,색상_b*,-2.885,1
7158,색상_b*,-3.013,1
7159,색상_b*,50.5505,1
7160,색상_b*,13.419,1
7161,색상_b*,13.679,1
7162,색상_b*,22.4505,1
7163,색상_b*,17.9415,1
7164,색상_b*,2.04,1
7165,색상_b*,-12.864,1
7166,색상_b*,-14.689,1
7167,색상_b*,-21.504,1
7168,색상_b*,39.775,1
7169,색상_b*,-20.514,1
7170,색상_b*,-20.2325,1
7171,색상_b*,-20.203,1
7172,색상_b*,-20.2505,1
7173,색상_b*,-20.2065,1
7174,색상_b*,39.3,1
7175,색상_b*,-20.2315,1
7176,색상_b*,-20.3365,1
7177,색상_b*,-14.4415,1
7178,색상_b*,39.35,1
7179,색상_b*,-14.5915,1
7180,색상_b*,-14.4865,1
7181,색상_b*,-14.429,1
7182,색상_b*,39.36,1
7183,색상_b*,-14.68,1
7184,색상_b*,-14.733,1
7185,색상_b*,-14.8125,1
7186,색상_b*,16.655,1
7187,색상_b*,-22.665,1
7188,색상_b*,-22.629,1
7189,색상_b*,-22.4215,1
7190,색상_b*,-22.5075,1
7191,색상_b*,-22.514,1
7192,색상_b*,-22.4675,1
7193,색상_b*,16.164,1
7194,색상_b*,16.6415,1
7195,색상_b*,-14.923,1
7196,색상_b*,16.423,1
7197,색상_b*,16.4805,1
7198,색상_b*,16.5065,1
7199,색상_b*,15.9475,1
7200,색상_b*,-9.879,1
7201,색상_b*,-14.8465,1
7202,색상_b*,-15.114,1
7203,색상_b*,-14.344,1
7204,색상_b*,-14.298,1
7205,색상_b*,-14.3215,1
7206,색상_b*,-13.2975,1
7207,색상_b*,21.5215,1
7208,색상_b*,21.6415,1
7209,색상_b*,21.328,1
7210,색상_b*,21.3865,1
7211,색상_b*,21.4415,1
7212,색상_b*,21.3905,1
7213,색상_b*,-18.42,1
7214,색상_b*,-13.3715,1
7215,색상_b*,21.4275,1
7216,색상_b*,-12.74,1
7217,색상_b*,-12.719,1
7218,색상_b*,-12.7415,1
7219,색상_b*,-12.689,1
7220,색상_b*,2.065,1
7221,색상_b*,-12.665,1
7222,색상_b*,-12.6725,1
7223,색상_b*,20.993,1
7224,색상_b*,17.628,1
7225,색상_b*,-14.283,1
7226,색상_b*,2.135,1
7227,색상_b*,13.0475,1
7228,색상_b*,2.215,1
7229,색상_b*,2.2,1
7230,색상_b*,2.155,1
7231,색상_b*,19.258,1
7232,색상_b*,3.008333333,1
7233,색상_b*,19.659,1
7234,색상_b*,19.835,1
7235,색상_b*,18.978,1
7236,색상_b*,19.775,1
7237,색상_b*,19.76,1
7238,색상_b*,19.5405,1
7239,색상_b*,19.7005,1
7240,색상_b*,19.6415,1
7241,색상_b*,2.1025,1
7242,색상_b*,2.115,1
7243,색상_b*,-9.868,1
7244,색상_b*,-30.4565,1
7245,색상_b*,-9.654,1
7246,색상_b*,-0.8565,1
7247,색상_b*,-0.6205,1
7248,색상_b*,-0.5625,1
7249,색상_b*,-0.4965,1
7250,색상_b*,-0.5255,1
7251,색상_b*,38.54166667,1
7252,색상_b*,-0.528,1
7253,색상_b*,-0.5215,1
7254,색상_b*,50.18,1
7255,색상_b*,-1.054,1
7256,색상_b*,-10.135,1
7257,색상_b*,-0.9355,1
7258,색상_b*,-0.8965,1
7259,색상_b*,-0.839,1
7260,색상_b*,50.385,1
7261,색상_b*,49.72125,1
7262,색상_b*,50.48,1
7263,색상_b*,50.575,1
7264,색상_b*,50.455,1
7265,색상_b*,50.33,1
7266,색상_b*,50.44,1
7267,색상_b*,-0.5675,1
7268,색상_b*,49.62,1
7269,색상_b*,0.189,1
7270,색상_b*,0.204,1
7271,색상_b*,84.88,1
7272,색상_b*,-0.7425,1
7273,색상_b*,-0.749,1
7274,색상_b*,-0.524,1
7275,색상_b*,-0.7015,1
7276,색상_b*,-0.6465,1
7277,색상_b*,49.785,1
7278,색상_b*,-0.669,1
7279,색상_b*,-0.6715,1
7280,색상_b*,49.88,1
7281,색상_b*,-0.379,1
7282,색상_b*,-0.3615,1
7283,색상_b*,-0.254,1
7284,색상_b*,-0.35,1
7285,색상_b*,49.8825,1
7286,색상_b*,49.995,1
7287,색상_b*,-0.714,1
7288,색상_b*,-0.6665,1
7289,색상_b*,-1.358,1
7290,색상_b*,-1.2075,1
7291,색상_b*,-1.264,1
7292,색상_b*,18.81,1
7293,색상_b*,-1.208,1
7294,색상_b*,-0.491625,1
7295,색상_b*,-0.19,1
7296,색상_b*,19.0125,1
7297,색상_b*,-0.1465,1
7298,색상_b*,-1.123,1
7299,색상_b*,-1.019,1
7300,색상_b*,-1.0175,1
7301,색상_b*,-2.6225,1
7302,색상_b*,-2.3675,1
7303,색상_b*,19.04,1
7304,색상_b*,-2.429,1
7305,색상_b*,-2.3775,1
7306,색상_b*,18.715,1
7307,색상_b*,-1.2525,1
7308,색상_b*,-1.234,1
7309,색상_b*,-0.8165,1
7310,색상_b*,-0.758,1
7311,색상_b*,47.81,1
7312,색상_b*,-1.1355,1
7313,색상_b*,50.185,1
7314,색상_b*,50.22,1
7315,색상_b*,-1.304,1
7316,색상_b*,50.255,1
7317,색상_b*,50.16,1
7318,색상_b*,-1.094,1
7319,색상_b*,-0.964,1
7320,색상_b*,-1.3165,1
7321,색상_b*,-1.1005,1
7322,색상_b*,-1.339,1
7323,색상_b*,-1.2265,1
7324,색상_b*,50.335,1
7325,색상_b*,-1.183,1
7326,색상_b*,-1.1615,1
7327,색상_b*,-1.0515,1
7328,색상_b*,0.164,1
7329,색상_b*,0.343,1
7330,색상_b*,84.895,1
7331,색상_b*,9.0605,1
7332,색상_b*,8.939,1
7333,색상_b*,9.0265,1
7334,색상_b*,9.3015,1
7335,색상_b*,6.448,1
7336,색상_b*,9.004,1
7337,색상_b*,8.974,1
7338,색상_b*,5.009,1
7339,색상_b*,8.758,1
7340,색상_b*,9.0475,1
7341,색상_b*,9.379,1
7342,색상_b*,9.394,1
7343,색상_b*,6.785,1
7344,색상_b*,5.0565,1
7345,색상_b*,8.5915,1
7346,색상_b*,9.1065,1
7347,색상_b*,8.944,1
7348,색상_b*,9.153,1
7349,색상_b*,4.7925,1
7350,색상_b*,9.0175,1
7351,색상_b*,9.414,1
7352,색상_b*,5.934,1
7353,색상_b*,5.9465,1
7354,색상_b*,5.9265,1
7355,색상_b*,5.944,1
7356,색상_b*,6.993,1
7357,색상_b*,8.62,1
7358,색상_b*,8.553,1
7359,색상_b*,8.8455,1
7360,색상_b*,8.959,1
7361,색상_b*,5.9765,1
7362,색상_b*,9.0015,1
7363,색상_b*,6.1675,1
7364,색상_b*,8.923,1
7365,색상_b*,5.99,1
7366,색상_b*,8.91,1
7367,색상_b*,9.1165,1
7368,색상_b*,8.9125,1
7369,색상_b*,8.829,1
7370,색상_b*,9.4325,1
7371,색상_b*,9.4765,1
7372,색상_b*,0.4865,1
7373,색상_b*,5.16175,1
7374,색상_b*,5.2925,1
7375,색상_b*,5.1405,1
7376,색상_b*,5.311,1
7377,색상_b*,5.404,1
7378,색상_b*,4.83,1
7379,색상_b*,8.7165,1
7380,색상_b*,4.86,1
7381,색상_b*,8.9375,1
7382,색상_b*,9.1105,1
7383,색상_b*,9.244,1
7384,색상_b*,9.229,1
7385,색상_b*,85.075,1
7386,색상_b*,9.3175,1
7387,색상_b*,9.3405,1
7388,색상_b*,-0.463,1
7389,색상_b*,-0.555,1
7390,색상_b*,0.4425,1
7391,색상_b*,5.06,1
7392,색상_b*,9.353,1
7393,색상_b*,7.584,1
7394,색상_b*,9.3125,1
7395,색상_b*,9.0205,1
7396,색상_b*,9.388,1
7397,색상_b*,4.97,1
7398,색상_b*,9.5615,1
7399,색상_b*,9.494,1
7400,색상_b*,9.4965,1
7401,색상_b*,9.25,1
7402,색상_b*,9.2565,1
7403,색상_b*,5.069,1
7404,색상_b*,9.5665,1
7405,색상_b*,7.7155,1
7406,색상_b*,9.0775,1
7407,색상_b*,8.824,1
7408,색상_b*,9.2375,1
7409,색상_b*,9.4175,1
7410,색상_b*,9.4475,1
7411,색상_b*,5.1205,1
7412,색상_b*,16.72,1
7413,색상_b*,16.775,1
7414,색상_b*,-2.3815,1
7415,색상_b*,-16.789,1
7416,색상_b*,50.52,1
7417,색상_b*,-17.019,1
7418,색상_b*,-17.0755,1
7419,색상_b*,-16.8115,1
7420,색상_b*,50.7025,1
7421,색상_b*,35.969,1
7422,색상_b*,-16.689,1
7423,색상_b*,22.505,1
7424,색상_b*,-16.5375,1
7425,색상_b*,-16.5915,1
7426,색상_b*,-16.4805,1
7427,색상_b*,-26.294,1
7428,색상_b*,-25.888,1
7429,색상_b*,-25.5705,1
7430,색상_b*,-25.388,1
7431,색상_b*,-25.1965,1
7432,색상_b*,-24.965,1
7433,색상_b*,-17.42,1
7434,색상_b*,-17.1915,1
7435,색상_b*,22.455,1
7436,색상_b*,-12.554,1
7437,색상_b*,-0.9255,1
7438,색상_b*,-2.0565,1
7439,색상_b*,50.68875,1
7440,색상_b*,-1.8765,1
7441,색상_b*,-1.8425,1
7442,색상_b*,-1.84,1
7443,색상_b*,-1.7815,1
7444,색상_b*,-1.809,1
7445,색상_b*,-12.5455,1
7446,색상_b*,-12.615,1
7447,색상_b*,-11.4265,1
7448,색상_b*,-11.243,1
7449,색상_b*,-10.968,1
7450,색상_b*,-11.4455,1
7451,색상_b*,-10.785,1
7452,색상_b*,-10.945,1
7453,색상_b*,-10.9915,1
7454,색상_b*,-24.883,1
7455,색상_b*,-24.874,1
7456,색상_b*,-0.999,1
7457,색상_b*,-30.874,1
7458,색상_b*,-30.8175,1
7459,색상_b*,-30.4755,1
7460,색상_b*,-30.39,1
7461,색상_b*,-30.474,1
7462,색상_b*,-30.829,1
7463,색상_b*,-30.6515,1
7464,색상_b*,-30.4525,1
7465,색상_b*,5.958,1
7466,색상_b*,-30.4165,1
7467,색상_b*,-30.0805,1
7468,색상_b*,-29.313,1
7469,색상_b*,-28.974,1
7470,색상_b*,-29.0525,1
7471,색상_b*,-28.799,1
7472,색상_b*,-28.8305,1
7473,색상_b*,-28.764,1
7474,색상_b*,-28.6505,1
7475,색상_b*,-30.8555,1
7476,색상_b*,-31.0975,1
7477,색상_b*,-28.8165,1
7478,색상_b*,-31.4055,1
7479,색상_b*,-29.323,1
7480,색상_b*,22.385,1
7481,색상_b*,-28.618,1
7482,색상_b*,-28.4465,1
7483,색상_b*,22.289,1
7484,색상_b*,-28.3415,1
7485,색상_b*,-28.3505,1
7486,색상_b*,-28.0065,1
7487,색상_b*,-30.569,1
7488,색상_b*,-31.123,1
7489,색상_b*,22.398,1
7490,색상_b*,-30.5065,1
7491,색상_b*,-30.539,1
7492,색상_b*,-30.3525,1
7493,색상_b*,-30.479,1
7494,색상_b*,-30.208,1
7495,색상_b*,-30.849,1
7496,색상_b*,-0.96875,1
7497,색상_b*,-1.19675,1
7498,색상_b*,18.24333333,1
7499,색상_b*,16.765,1
7500,색상_b*,-3.4665,1
7501,색상_b*,-3.3225,1
7502,색상_b*,-3.2405,1
7503,색상_b*,-3.1755,1
7504,색상_b*,-3.209,1
7505,색상_b*,-3.2065,1
7506,색상_b*,17.175,1
7507,색상_b*,-3.254,1
7508,색상_b*,-3.2165,1
7509,색상_b*,-3.315,1
7510,색상_b*,-3.829,1
7511,색상_b*,-3.3615,1
7512,색상_b*,-3.3465,1
7513,색상_b*,-3.354,1
7514,색상_b*,-3.348,1
7515,색상_b*,18.77,1
7516,색상_b*,-3.329,1
7517,색상_b*,16.855,1
7518,색상_b*,-2.8665,1
7519,색상_b*,-3.3165,1
7520,색상_b*,17.165,1
7521,색상_b*,18.585,1
7522,색상_b*,18.41,1
7523,색상_b*,18.9875,1
7524,색상_b*,18.21,1
7525,색상_b*,-2.639,1
7526,색상_b*,-3.014,1
7527,색상_b*,17.77,1
7528,색상_b*,17.485,1
7529,색상_b*,-2.9355,1
7530,색상_b*,-2.9805,1
7531,색상_b*,-2.9255,1
7532,색상_b*,-2.9315,1
7533,색상_b*,-2.969,1
7534,색상_b*,16.64,1
7535,색상_b*,13.095,1
7536,색상_b*,-2.935,1
7537,색상_b*,-2.914,1
7538,색상_b*,-3.345,1
7539,색상_b*,-3.3755,1
7540,색상_b*,-1.6065,1
7541,색상_b*,-2.2255,1
7542,색상_b*,-2.193,1
7543,색상_b*,85.4325,1
7544,색상_b*,51.095,1
7545,색상_b*,-2.208,1
7546,색상_b*,-2.233,1
7547,색상_b*,-2.189,1
7548,색상_b*,-2.2015,1
7549,색상_b*,50.98,1
7550,색상_b*,50.8,1
7551,색상_b*,-2.103,1
7552,색상_b*,-1.518,1
7553,색상_b*,51.26,1
7554,색상_b*,-1.6765,1
7555,색상_b*,-1.659,1
7556,색상_b*,-1.639,1
7557,색상_b*,-1.6615,1
7558,색상_b*,-1.693,1
7559,색상_b*,8.9855,1
7560,색상_b*,85.825,1
7561,색상_b*,-3.284,1
7562,색상_b*,-2.325,1
7563,색상_b*,-3.004,1
7564,색상_b*,-3.024,1
7565,색상_b*,-3.053,1
7566,색상_b*,-2.963,1
7567,색상_b*,85.145,1
7568,색상_b*,-2.9525,1
7569,색상_b*,-3.0975,1
7570,색상_b*,-3.1365,1
7571,색상_b*,-3.0915,1
7572,색상_b*,-2.5565,1
7573,색상_b*,-2.614,1
7574,색상_b*,-2.634,1
7575,색상_b*,-2.6315,1
7576,색상_b*,-2.6615,1
7577,색상_b*,-2.6765,1
7578,색상_b*,-2.6815,1
7579,색상_b*,-2.5815,1
7580,색상_b*,-2.1625,1
7581,색상_b*,-3.7455,1
7582,색상_b*,9.003,1
7583,색상_b*,8.148,1
7584,색상_b*,9.073,1
7585,색상_b*,8.7975,1
7586,색상_b*,8.9405,1
7587,색상_b*,9.289,1
7588,색상_b*,9.3275,1
7589,색상_b*,7.0805,1
7590,색상_b*,9.0325,1
7591,색상_b*,9.055,1
7592,색상_b*,8.7115,1
7593,색상_b*,8.7365,1
7594,색상_b*,9.249,1
7595,색상_b*,9.513,1
7596,색상_b*,-0.334,1
7597,색상_b*,-0.2515,1
7598,색상_b*,-0.345,1
7599,색상_b*,-0.3505,1
7600,색상_b*,-0.38,1
7601,색상_b*,-0.374,1
7602,색상_b*,-0.3205,1
7603,색상_b*,8.989,1
7604,색상_b*,9.0415,1
7605,색상_b*,-0.6575,1
7606,색상_b*,9.2675,1
7607,색상_b*,8.0905,1
7608,색상_b*,8.904,1
7609,색상_b*,8.9225,1
7610,색상_b*,8.964,1
7611,색상_b*,9.015,1
7612,색상_b*,9.29,1
7613,색상_b*,6.895,1
7614,색상_b*,8.059,1
7615,색상_b*,8.1915,1
7616,색상_b*,8.2765,1
7617,색상_b*,8.55,1
7618,색상_b*,9.1755,1
7619,색상_b*,9.2305,1
7620,색상_b*,8.08,1
7621,색상_b*,8.164,1
7622,색상_b*,8.354,1
7623,색상_b*,9.1665,1
7624,색상_b*,9.2265,1
7625,색상_b*,9.274,1
7626,색상_b*,-0.209,1
7627,색상_b*,-0.0715,1
7628,색상_b*,9.0055,1
7629,색상_b*,-1.363,1
7630,색상_b*,-1.2315,1
7631,색상_b*,-1.2405,1
7632,색상_b*,-1.209,1
7633,색상_b*,-1.1605,1
7634,색상_b*,-1.2925,1
7635,색상_b*,-1.164,1
7636,색상_b*,-1.1805,1
7637,색상_b*,-1.1905,1
7638,색상_b*,-0.689,1
7639,색상_b*,-0.5165,1
7640,색상_b*,-0.748,1
7641,색상_b*,-0.6315,1
7642,색상_b*,-0.6515,1
7643,색상_b*,-0.6305,1
7644,색상_b*,-0.604,1
7645,색상_b*,-0.404,1
7646,색상_b*,-1.804,1
7647,색상_b*,-0.8915,1
7648,색상_b*,-1.0505,1
7649,색상_b*,-1.1705,1
7650,색상_b*,-1.3415,1
7651,색상_b*,-0.534,1
7652,색상_b*,-1.1405,1
7653,색상_b*,-0.5705,1
7654,색상_b*,-0.4875,1
7655,색상_b*,-0.5155,1
7656,색상_b*,-0.533,1
7657,색상_b*,-0.4465,1
7658,색상_b*,-0.1555,1
7659,색상_b*,-1.1025,1
7660,색상_b*,-0.784,1
7661,색상_b*,-0.8715,1
7662,색상_b*,-0.884,1
7663,색상_b*,-0.8375,1
7664,색상_b*,-0.829,1
7665,색상_b*,-0.8455,1
7666,색상_b*,-0.9855,1
7667,색상_b*,-0.9425,1
7668,색상_b*,-0.9755,1
7669,색상_b*,-0.994,1
7670,색상_b*,-0.9105,1
7671,색상_b*,-1.214,1
7672,색상_b*,8.2665,1
7673,색상_b*,6.6615,1
7674,색상_b*,-14.0,1
7675,색상_b*,2.5715,1
7676,색상_b*,9.844,1
7677,색상_b*,9.8245,1
7678,색상_b*,9.86975,1
7679,색상_b*,9.978,1
7680,색상_b*,12.62775,1
7681,색상_b*,12.829,1
7682,색상_b*,12.81125,1
7683,색상_b*,12.86575,1
7684,색상_b*,12.898,1
7685,색상_b*,18.219625,1
7686,색상_b*,18.665,1
7687,색상_b*,18.497,1
7688,색상_b*,18.39225,1
7689,색상_b*,18.543,1
7690,색상_b*,29.068625,1
7691,색상_b*,29.5015,1
7692,색상_b*,29.358,1
7693,색상_b*,29.06825,1
7694,색상_b*,29.453,1
7695,색상_b*,2.695,1
7696,색상_b*,2.47275,1
7697,색상_b*,1.824,1
7698,색상_b*,2.4555,1
7699,색상_b*,-14.14025,1
7700,색상_b*,19.123,1
7701,색상_b*,19.099,1
7702,색상_b*,18.979,1
7703,색상_b*,18.94,1
7704,색상_b*,18.8915,1
7705,색상_b*,18.873,1
7706,색상_b*,-14.814,1
7707,색상_b*,-14.749,1
7708,색상_b*,-14.729,1
7709,색상_b*,-14.6765,1
7710,색상_b*,-14.679,1
7711,색상_b*,-14.64,1
7712,색상_b*,-14.6315,1
7713,색상_b*,1.189875,1
7714,색상_b*,1.44075,1
7715,색상_b*,1.511,1
7716,색상_b*,1.499,1
7717,색상_b*,2.29175,1
7718,색상_b*,1.7815,1
7719,색상_b*,1.7365,1
7720,색상_b*,6.3865,1
7721,색상_b*,22.2525,1
7722,색상_b*,22.364,1
7723,색상_b*,22.308,1
7724,색상_b*,22.2175,1
7725,색상_b*,22.265,1
7726,색상_b*,48.273,1
7727,색상_b*,49.4055,1
7728,색상_b*,51.319,1
7729,색상_b*,51.4455,1
7730,색상_b*,51.339,1
7731,색상_b*,50.773,1
7732,색상_b*,5.5415,1
7733,색상_b*,6.4065,1
7734,색상_b*,6.158,1
7735,색상_b*,6.3365,1
7736,색상_b*,6.3415,1
7737,색상_b*,6.364,1
7738,색상_b*,6.358,1
7739,색상_b*,6.323,1
7740,색상_b*,6.3165,1
7741,색상_b*,22.3555,1
7742,색상_b*,21.423,1
7743,색상_b*,1.6615,1
7744,색상_b*,83.103,1
7745,색상_b*,1.6675,1
7746,색상_b*,1.684,1
7747,색상_b*,3.483,1
7748,색상_b*,3.4765,1
7749,색상_b*,3.414,1
7750,색상_b*,3.2875,1
7751,색상_b*,3.298,1
7752,색상_b*,39.0155,1
7753,색상_b*,39.0265,1
7754,색상_b*,38.5425,1
7755,색상_b*,38.375,1
7756,색상_b*,38.328,1
7757,색상_b*,38.479,1
7758,색상_b*,84.724,1
7759,색상_b*,84.853,1
7760,색상_b*,84.4675,1
7761,색상_b*,84.1355,1
7762,색상_b*,83.819,1
7763,색상_b*,83.349,1
7764,색상_b*,-0.993,1
7765,색상_b*,-0.974,1
7766,색상_b*,-1.0275,1
7767,색상_b*,19.453,1
7768,색상_b*,16.6865,1
7769,색상_b*,19.219,1
7770,색상_b*,19.265,1
7771,색상_b*,19.424,1
7772,색상_b*,19.163,1
7773,색상_b*,19.159,1
7774,색상_b*,19.294,1
7775,색상_b*,14.2265,1
7776,색상_b*,21.4405,1
7777,색상_b*,18.05,1
7778,색상_b*,21.558,1
7779,색상_b*,20.9615,1
7780,색상_b*,21.664,1
7781,색상_b*,21.3315,1
7782,색상_b*,37.6615,1
7783,색상_b*,39.129,1
7784,색상_b*,38.774,1
7785,색상_b*,38.835,1
7786,색상_b*,38.4705,1
7787,색상_b*,14.929,1
7788,색상_b*,13.059,1
7789,색상_b*,38.2865,1
7790,색상_b*,13.859,1
7791,색상_b*,7.384,1
7792,색상_b*,7.4125,1
7793,색상_b*,7.455,1
7794,색상_b*,7.2015,1
7795,색상_b*,7.174,1
7796,색상_b*,8.014,1
7797,색상_b*,9.4815,1
7798,색상_b*,11.21,1
7799,색상_b*,11.2175,1
7800,색상_b*,11.269,1
7801,색상_b*,11.2315,1
7802,색상_b*,11.264,1
7803,색상_b*,11.245,1
7804,색상_b*,11.1715,1
7805,색상_b*,11.4565,1
7806,색상_b*,13.574,1
7807,색상_b*,13.6405,1
7808,색상_b*,13.7455,1
7809,색상_b*,13.645,1
7810,색상_b*,38.674,1
7811,색상_b*,38.1625,1
7812,색상_b*,-0.9175,1
7813,색상_b*,79.159,1
7814,색상_b*,78.723,1
7815,색상_b*,77.6305,1
7816,색상_b*,62.279,1
7817,색상_b*,77.109,1
7818,색상_b*,85.074,1
7819,색상_b*,84.6615,1
7820,색상_b*,83.763,1
7821,색상_b*,84.588,1
7822,색상_b*,84.5465,1
7823,색상_b*,84.094,1
7824,색상_b*,61.9715,1
7825,색상_b*,84.2625,1
7826,색상_b*,76.6565,1
7827,색상_b*,83.8905,1
7828,색상_b*,84.1955,1
7829,색상_b*,82.144,1
7830,색상_b*,83.198,1
7831,색상_b*,85.739,1
7832,색상_b*,85.4,1
7833,색상_b*,79.5615,1
7834,색상_b*,72.014,1
7835,색상_b*,37.889,1
7836,색상_b*,72.3115,1
7837,색상_b*,38.6415,1
7838,색상_b*,59.209,1
7839,색상_b*,65.665,1
7840,색상_b*,63.6725,1
7841,색상_b*,63.045,1
7842,색상_b*,62.5815,1
7843,색상_b*,62.0455,1
7844,색상_b*,62.2455,1
7845,색상_b*,62.09,1
7846,색상_b*,61.559,1
7847,색상_b*,62.8715,1
7848,색상_b*,62.1155,1
7849,색상_b*,71.818,1
7850,색상_b*,71.839,1
7851,색상_b*,73.43,1
7852,색상_b*,73.3275,1
7853,색상_b*,73.1205,1
7854,색상_b*,73.094,1
7855,색상_b*,72.8015,1
7856,색상_b*,7.409,1
7857,색상_b*,8.219,1
7858,색상_b*,7.2065,1
7859,색상_b*,-2.118,1
7860,색상_b*,-1.5265,1
7861,색상_b*,-8.3325,1
7862,색상_b*,-2.1805,1
7863,색상_b*,-2.858,1
7864,색상_b*,-2.1165,1
7865,색상_b*,-2.2615,1
7866,색상_b*,-2.1365,1
7867,색상_b*,-2.009,1
7868,색상_b*,-17.5705,1
7869,색상_b*,-17.404,1
7870,색상_b*,-17.354,1
7871,색상_b*,-17.3025,1
7872,색상_b*,-17.084,1
7873,색상_b*,-17.053,1
7874,색상_b*,-16.9055,1
7875,색상_b*,-16.9225,1
7876,색상_b*,-17.1775,1
7877,색상_b*,-19.7155,1
7878,색상_b*,-17.198,1
7879,색상_b*,-2.0065,1
7880,색상_b*,-1.943,1
7881,색상_b*,2.3325,1
7882,색상_b*,-2.079,1
7883,색상_b*,-0.8955,1
7884,색상_b*,-0.9515,1
7885,색상_b*,-1.74,1
7886,색상_b*,-1.2015,1
7887,색상_b*,-0.5715,1
7888,색상_b*,-1.258,1
7889,색상_b*,-0.813,1
7890,색상_b*,-1.1225,1
7891,색상_b*,-1.003,1
7892,색상_b*,-1.11,1
7893,색상_b*,-1.2025,1
7894,색상_b*,-0.945,1
7895,색상_b*,-1.369,1
7896,색상_b*,-1.3115,1
7897,색상_b*,-1.2805,1
7898,색상_b*,-5.959,1
7899,색상_b*,-1.584,1
7900,색상_b*,-5.358,1
7901,색상_b*,-2.0625,1
7902,색상_b*,-26.119,1
7903,색상_b*,-25.8365,1
7904,색상_b*,-25.6525,1
7905,색상_b*,-25.274,1
7906,색상_b*,-29.9515,1
7907,색상_b*,-29.8915,1
7908,색상_b*,-29.8255,1
7909,색상_b*,-29.674,1
7910,색상_b*,-30.1505,1
7911,색상_b*,-29.799,1
7912,색상_b*,-29.749,1
7913,색상_b*,-29.8055,1
7914,색상_b*,-30.005,1
7915,색상_b*,-29.599,1
7916,색상_b*,-29.259,1
7917,색상_b*,2.0555,1
7918,색상_b*,2.2455,1
7919,색상_b*,2.284,1
7920,색상_b*,2.2915,1
7921,색상_b*,2.2765,1
7922,색상_b*,2.3705,1
7923,색상_b*,2.3215,1
7924,색상_b*,2.3565,1
7925,색상_b*,-29.943,1
7926,색상_b*,-30.2925,1
7927,색상_b*,-30.399,1
7928,색상_b*,-27.3675,1
7929,색상_b*,-25.2025,1
7930,색상_b*,-25.0705,1
7931,색상_b*,-18.314,1
7932,색상_b*,-28.4175,1
7933,색상_b*,-28.059,1
7934,색상_b*,-27.9255,1
7935,색상_b*,-27.539,1
7936,색상_b*,-27.5155,1
7937,색상_b*,-27.3355,1
7938,색상_b*,-30.59,1
7939,색상_b*,-27.6415,1
