Column,Value,Count
색상_a*,14.0215,1
색상_a*,14.118,1
색상_a*,14.0185,1
색상_a*,14.063,1
색상_a*,0.646125,1
색상_a*,-8.9505,1
색상_a*,-8.919,1
색상_a*,-8.91825,1
색상_a*,63.424,1
색상_a*,22.343125,1
색상_a*,22.295,1
색상_a*,22.351,1
색상_a*,22.36575,1
색상_a*,63.798,1
색상_a*,63.813,1
색상_a*,63.679,1
색상_a*,63.619,1
색상_a*,63.34,1
색상_a*,-8.8905,1
색상_a*,19.8965,1
색상_a*,19.9665,1
색상_a*,19.939,1
색상_a*,20.014,1
색상_a*,20.0955,1
색상_a*,20.068,1
색상_a*,20.1315,1
색상_a*,-8.850625,1
색상_a*,0.7175,1
색상_a*,0.70475,1
색상_a*,5.7865,1
색상_a*,0.3865,1
색상_a*,-16.474,1
색상_a*,-16.0155,1
색상_a*,-16.0115,1
색상_a*,-16.005,1
색상_a*,-15.983,1
색상_a*,-15.974,1
색상_a*,-15.935,1
색상_a*,55.6765,1
색상_a*,55.1665,1
색상_a*,55.2225,1
색상_a*,54.974,1
색상_a*,54.843,1
색상_a*,54.308,1
색상_a*,4.8365,1
색상_a*,5.9615,1
색상_a*,5.5965,1
색상_a*,5.835,1
색상_a*,5.8965,1
색상_a*,5.909,1
색상_a*,22.65,1
색상_a*,22.939,1
색상_a*,23.0365,1
색상_a*,6.8515,1
색상_a*,-17.4315,1
색상_a*,-17.3765,1
색상_a*,-17.3705,1
색상_a*,-17.3115,1
색상_a*,-17.344,1
색상_a*,6.5865,1
색상_a*,6.6775,1
색상_a*,6.7115,1
색상_a*,6.8665,1
색상_a*,23.3125,1
색상_a*,59.913,1
색상_a*,59.924,1
색상_a*,59.538,1
색상_a*,59.3205,1
색상_a*,59.3975,1
색상_a*,59.5265,1
색상_a*,23.343,1
색상_a*,23.5015,1
색상_a*,-1.6725,1
색상_a*,-1.6465,1
색상_a*,7.57275,1
색상_a*,2.988,1
색상_a*,63.105,1
색상_a*,59.3355,1
색상_a*,61.749,1
색상_a*,63.0265,1
색상_a*,63.0015,1
색상_a*,63.28,1
색상_a*,62.7025,1
색상_a*,62.7175,1
색상_a*,62.8465,1
색상_a*,51.5965,1
색상_a*,63.0415,1
색상_a*,61.7315,1
색상_a*,62.7625,1
색상_a*,62.9305,1
색상_a*,63.239,1
색상_a*,62.923,1
색상_a*,62.539,1
색상_a*,2.5715,1
색상_a*,2.778,1
색상_a*,52.054,1
색상_a*,60.894,1
색상_a*,60.859,1
색상_a*,58.3155,1
색상_a*,52.569,1
색상_a*,52.49,1
색상_a*,52.274,1
색상_a*,52.253,1
색상_a*,52.128,1
색상_a*,52.044,1
색상_a*,51.478,1
색상_a*,53.323,1
색상_a*,58.289,1
색상_a*,61.1675,1
색상_a*,58.22,1
색상_a*,58.1675,1
색상_a*,58.229,1
색상_a*,58.1065,1
색상_a*,57.939,1
색상_a*,57.9165,1
색상_a*,61.164,1
색상_a*,61.224,1
색상_a*,2.9055,1
색상_a*,3.009,1
색상_a*,51.7075,1
색상_a*,3.064,1
색상_a*,19.433,1
색상_a*,18.909,1
색상_a*,13.6365,1
색상_a*,20.064,1
색상_a*,25.5355,1
색상_a*,25.283,1
색상_a*,24.6015,1
색상_a*,25.343,1
색상_a*,25.329,1
색상_a*,25.1515,1
색상_a*,14.455,1
색상_a*,26.193,1
색상_a*,20.56,1
색상_a*,25.4465,1
색상_a*,25.729,1
색상_a*,23.794,1
색상_a*,24.3575,1
색상_a*,27.55,1
색상_a*,27.449,1
색상_a*,19.8225,1
색상_a*,19.5825,1
색상_a*,15.7775,1
색상_a*,10.733,1
색상_a*,2.733,1
색상_a*,2.6805,1
색상_a*,10.0005,1
색상_a*,11.6165,1
색상_a*,11.0365,1
색상_a*,10.5855,1
색상_a*,10.825,1
색상_a*,10.769,1
색상_a*,10.814,1
색상_a*,15.7975,1
색상_a*,10.5015,1
색상_a*,11.0515,1
색상_a*,11.8225,1
색상_a*,15.5265,1
색상_a*,15.5225,1
색상_a*,16.3565,1
색상_a*,16.2665,1
색상_a*,16.184,1
색상_a*,51.953,1
색상_a*,35.084,1
색상_a*,-1.5725,1
색상_a*,-9.9175,1
색상_a*,-1.71,1
색상_a*,-1.645,1
색상_a*,-1.6505,1
색상_a*,-1.528,1
색상_a*,-1.6005,1
색상_a*,-2.1005,1
색상_a*,-1.5515,1
색상_a*,-1.5715,1
색상_a*,-1.3575,1
색상_a*,-1.35,1
색상_a*,-2.118,1
색상_a*,-8.0005,1
색상_a*,-8.14,1
색상_a*,-8.0175,1
색상_a*,-7.968,1
색상_a*,-8.049,1
색상_a*,-7.974,1
색상_a*,-7.9215,1
색상_a*,-8.038,1
색상_a*,-1.7475,1
색상_a*,-1.783,1
색상_a*,-1.024,1
색상_a*,-2.0865,1
색상_a*,-1.5115,1
색상_a*,-1.473,1
색상_a*,-1.4305,1
색상_a*,-2.0225,1
색상_a*,-1.663,1
색상_a*,-2.455,1
색상_a*,-2.2355,1
색상_a*,-2.1165,1
색상_a*,-1.719,1
색상_a*,-1.5555,1
색상_a*,-1.6065,1
색상_a*,-2.339,1
색상_a*,-2.369,1
색상_a*,-1.9125,1
색상_a*,-1.9655,1
색상_a*,-1.779,1
색상_a*,-1.8105,1
색상_a*,-0.854,1
색상_a*,-8.6955,1
색상_a*,-9.295,1
색상_a*,35.07,1
색상_a*,-9.3315,1
색상_a*,-6.3555,1
색상_a*,-6.34,1
색상_a*,-6.3615,1
색상_a*,-5.8865,1
색상_a*,-4.6015,1
색상_a*,-4.39,1
색상_a*,-4.278,1
색상_a*,-4.529,1
색상_a*,-4.565,1
색상_a*,-4.468,1
색상_a*,-4.6405,1
색상_a*,-4.729,1
색상_a*,34.9915,1
색상_a*,35.0255,1
색상_a*,35.3065,1
색상_a*,35.2375,1
색상_a*,35.185,1
색상_a*,35.224,1
색상_a*,35.0275,1
색상_a*,-6.2265,1
색상_a*,-6.0115,1
색상_a*,-5.984,1
색상_a*,-9.7065,1
색상_a*,-9.339,1
색상_a*,-9.334,1
색상_a*,-9.049,1
색상_a*,-8.8875,1
색상_a*,-9.238,1
색상_a*,-9.5825,1
색상_a*,-9.675,1
색상_a*,-9.6765,1
색상_a*,-9.708,1
색상_a*,-6.1015,1
색상_a*,-9.3165,1
색상_a*,-8.904,1
색상_a*,-8.874,1
색상_a*,-8.959,1
색상_a*,-8.915,1
색상_a*,-8.958,1
색상_a*,-9.0155,1
색상_a*,-6.879,1
색상_a*,7.503,1
색상_a*,7.375,1
색상_a*,-9.5875,1
색상_a*,9.23,1
색상_a*,-18.079,1
색상_a*,-17.9455,1
색상_a*,-17.8125,1
색상_a*,-17.719,1
색상_a*,-17.705,1
색상_a*,-17.6425,1
색상_a*,42.673,1
색상_a*,42.0075,1
색상_a*,42.2805,1
색상_a*,41.649,1
색상_a*,41.4715,1
색상_a*,41.3,1
색상_a*,41.5865,1
색상_a*,9.1055,1
색상_a*,8.8105,1
색상_a*,8.994,1
색상_a*,8.989,1
색상_a*,8.9865,1
색상_a*,9.015,1
색상_a*,-17.74,1
색상_a*,-17.669,1
색상_a*,-15.24,1
색상_a*,6.848,1
색상_a*,50.898,1
색상_a*,51.2805,1
색상_a*,6.854,1
색상_a*,6.834,1
색상_a*,7.2825,1
색상_a*,6.954,1
색상_a*,7.0765,1
색상_a*,6.9125,1
색상_a*,6.9155,1
색상_a*,-15.384,1
색상_a*,6.805,1
색상_a*,6.498,1
색상_a*,-15.459,1
색상_a*,-15.413,1
색상_a*,-15.849,1
색상_a*,-15.7165,1
색상_a*,-15.469,1
색상_a*,-15.3855,1
색상_a*,9.075,1
색상_a*,57.719,1
색상_a*,51.443,1
색상_a*,57.48,1
색상_a*,-17.8405,1
색상_a*,-17.77,1
색상_a*,-17.8365,1
색상_a*,8.753,1
색상_a*,8.754,1
색상_a*,8.8005,1
색상_a*,9.028,1
색상_a*,8.9575,1
색상_a*,8.563,1
색상_a*,9.005,1
색상_a*,58.4355,1
색상_a*,59.424,1
색상_a*,59.14,1
색상_a*,59.0225,1
색상_a*,58.724,1
색상_a*,58.559,1
색상_a*,58.98,1
색상_a*,-16.925,1
색상_a*,-16.843,1
색상_a*,-17.8315,1
색상_a*,-17.86,1
색상_a*,-17.909,1
색상_a*,10.6875,1
색상_a*,57.234,1
색상_a*,57.009,1
색상_a*,56.4775,1
색상_a*,56.3665,1
색상_a*,56.243,1
색상_a*,56.0665,1
색상_a*,57.0825,1
색상_a*,10.3655,1
색상_a*,11.3965,1
색상_a*,-17.8815,1
색상_a*,11.4065,1
색상_a*,11.328,1
색상_a*,11.123,1
색상_a*,11.103,1
색상_a*,11.069,1
색상_a*,10.6505,1
색상_a*,-17.7415,1
색상_a*,-17.9065,1
색상_a*,51.0865,1
색상_a*,52.119,1
색상_a*,-17.0515,1
색상_a*,45.3765,1
색상_a*,1.109,1
색상_a*,-14.6915,1
색상_a*,-14.504,1
색상_a*,-15.1225,1
색상_a*,-14.8615,1
색상_a*,-14.8505,1
색상_a*,-14.7575,1
색상_a*,-14.675,1
색상_a*,-14.5725,1
색상_a*,-14.4705,1
색상_a*,-14.349,1
색상_a*,7.7225,1
색상_a*,7.949,1
색상_a*,7.335,1
색상_a*,7.254,1
색상_a*,7.3815,1
색상_a*,7.5775,1
색상_a*,7.2165,1
색상_a*,7.4865,1
색상_a*,1.0015,1
색상_a*,1.033,1
색상_a*,1.059,1
색상_a*,19.5665,1
색상_a*,-9.4505,1
색상_a*,-9.434,1
색상_a*,-9.448,1
색상_a*,-9.3655,1
색상_a*,-9.204,1
색상_a*,19.8575,1
색상_a*,19.679,1
색상_a*,19.5715,1
색상_a*,19.484,1
색상_a*,0.993,1
색상_a*,19.4165,1
색상_a*,19.444,1
색상_a*,19.2765,1
색상_a*,19.1965,1
색상_a*,1.0515,1
색상_a*,0.995,1
색상_a*,1.098,1
색상_a*,1.0005,1
색상_a*,8.0565,1
색상_a*,44.9765,1
색상_a*,51.714,1
색상_a*,44.9915,1
색상_a*,-16.2065,1
색상_a*,35.1725,1
색상_a*,34.9215,1
색상_a*,35.4665,1
색상_a*,35.1815,1
색상_a*,34.8515,1
색상_a*,34.719,1
색상_a*,34.3715,1
색상_a*,34.249,1
색상_a*,34.413,1
색상_a*,8.4915,1
색상_a*,5.88125,1
색상_a*,8.314,1
색상_a*,8.448,1
색상_a*,8.494,1
색상_a*,8.583,1
색상_a*,8.6465,1
색상_a*,8.684,1
색상_a*,52.1265,1
색상_a*,-16.3565,1
색상_a*,-16.423,1
색상_a*,-16.5415,1
색상_a*,-14.2105,1
색상_a*,44.979,1
색상_a*,44.7755,1
색상_a*,44.4565,1
색상_a*,44.419,1
색상_a*,44.2665,1
색상_a*,44.1065,1
색상_a*,44.5965,1
색상_a*,-13.7515,1
색상_a*,-14.0605,1
색상_a*,-16.5355,1
색상_a*,-13.8765,1
색상_a*,-13.9615,1
색상_a*,-13.695,1
색상_a*,-13.6465,1
색상_a*,-13.459,1
색상_a*,-16.3015,1
색상_a*,-16.265,1
색상_a*,-16.664,1
색상_a*,-17.1465,1
색상_a*,-16.9125,1
색상_a*,7.538625,1
색상_a*,56.855,1
색상_a*,19.7515,1
색상_a*,19.709,1
색상_a*,19.7265,1
색상_a*,19.155,1
색상_a*,16.384,1
색상_a*,21.743,1
색상_a*,22.349,1
색상_a*,22.6005,1
색상_a*,22.938,1
색상_a*,22.7315,1
색상_a*,22.775,1
색상_a*,23.013,1
색상_a*,-18.349,1
색상_a*,-16.834,1
색상_a*,-16.9365,1
색상_a*,-16.819,1
색상_a*,-16.7705,1
색상_a*,-16.7475,1
색상_a*,-16.6955,1
색상_a*,20.0305,1
색상_a*,20.118,1
색상_a*,19.76,1
색상_a*,55.0355,1
색상_a*,-17.3815,1
색상_a*,-17.379,1
색상_a*,-17.295,1
색상_a*,-17.3005,1
색상_a*,-17.2505,1
색상_a*,-17.274,1
색상_a*,-17.29,1
색상_a*,55.61,1
색상_a*,55.329,1
색상_a*,19.574,1
색상_a*,55.233,1
색상_a*,54.8815,1
색상_a*,54.734,1
색상_a*,54.475,1
색상_a*,54.4215,1
색상_a*,54.33,1
색상_a*,54.723,1
색상_a*,11.6175,1
색상_a*,-16.72,1
색상_a*,57.609,1
색상_a*,59.788,1
색상_a*,57.739,1
색상_a*,-6.7105,1
색상_a*,-6.97,1
색상_a*,-6.999,1
색상_a*,-6.9755,1
색상_a*,-7.0325,1
색상_a*,2.913625,1
색상_a*,2.784,1
색상_a*,2.71275,1
색상_a*,2.644,1
색상_a*,11.947125,1
색상_a*,11.818,1
색상_a*,11.786,1
색상_a*,11.75225,1
색상_a*,11.683,1
색상_a*,28.179,1
색상_a*,28.3705,1
색상_a*,28.23775,1
색상_a*,28.0975,1
색상_a*,28.3205,1
색상_a*,-6.7465,1
색상_a*,-6.603,1
색상_a*,-7.4575,1
색상_a*,24.8765,1
색상_a*,57.5205,1
색상_a*,57.2565,1
색상_a*,57.1565,1
색상_a*,56.969,1
색상_a*,56.8965,1
색상_a*,56.834,1
색상_a*,57.38,1
색상_a*,17.94,1
색상_a*,24.5805,1
색상_a*,-7.33575,1
색상_a*,25.894,1
색상_a*,25.7575,1
색상_a*,25.943,1
색상_a*,26.0265,1
색상_a*,25.5755,1
색상_a*,25.439,1
색상_a*,-7.256375,1
색상_a*,-7.1615,1
색상_a*,-17.3175,1
색상_a*,59.524,1
색상_a*,-16.8725,1
색상_a*,16.1465,1
색상_a*,8.3275,1
색상_a*,8.3415,1
색상_a*,8.339,1
색상_a*,8.404,1
색상_a*,8.645,1
색상_a*,58.064,1
색상_a*,60.0055,1
색상_a*,60.0765,1
색상_a*,59.919,1
색상_a*,59.694,1
색상_a*,59.639,1
색상_a*,59.42,1
색상_a*,59.299,1
색상_a*,59.7965,1
색상_a*,10.6265,1
색상_a*,16.1355,1
색상_a*,16.714,1
색상_a*,16.805,1
색상_a*,16.4365,1
색상_a*,8.2515,1
색상_a*,8.1725,1
색상_a*,8.4965,1
색상_a*,-17.264,1
색상_a*,-16.8015,1
색상_a*,-16.718,1
색상_a*,-17.1555,1
색상_a*,-17.384,1
색상_a*,-17.333,1
색상_a*,-17.323,1
색상_a*,-17.3755,1
색상_a*,-17.2815,1
색상_a*,-17.304,1
색상_a*,49.0505,1
색상_a*,49.9405,1
색상_a*,49.369,1
색상_a*,49.153,1
색상_a*,48.71,1
색상_a*,48.5705,1
색상_a*,48.365,1
색상_a*,48.2255,1
색상_a*,48.0705,1
색상_a*,16.4965,1
색상_a*,16.1715,1
색상_a*,59.629,1
색상_a*,16.0605,1
색상_a*,52.784,1
색상_a*,52.5125,1
색상_a*,52.454,1
색상_a*,52.1755,1
색상_a*,5.5215,1
색상_a*,7.3115,1
색상_a*,6.99,1
색상_a*,7.044,1
색상_a*,7.11,1
색상_a*,7.1855,1
색상_a*,7.0855,1
색상_a*,7.1365,1
색상_a*,6.754,1
색상_a*,57.025,1
색상_a*,59.724,1
색상_a*,59.8815,1
색상_a*,59.759,1
색상_a*,59.6455,1
색상_a*,59.599,1
색상_a*,52.884,1
색상_a*,53.2475,1
색상_a*,53.364,1
색상_a*,-17.238,1
색상_a*,15.503,1
색상_a*,-17.4765,1
색상_a*,-17.468,1
색상_a*,-17.4125,1
색상_a*,-17.409,1
색상_a*,-17.358,1
색상_a*,-17.2425,1
색상_a*,-17.224,1
색상_a*,-16.2415,1
색상_a*,-15.324,1
색상_a*,-15.3815,1
색상_a*,-14.9815,1
색상_a*,-15.1515,1
색상_a*,-15.2475,1
색상_a*,-15.239,1
색상_a*,-15.2365,1
색상_a*,-15.2205,1
색상_a*,-15.2815,1
색상_a*,5.39,1
색상_a*,56.965,1
색상_a*,5.395,1
색상_a*,54.52,1
색상_a*,35.3,1
색상_a*,-0.975,1
색상_a*,-0.755,1
색상_a*,-10.96,1
색상_a*,-15.29,1
색상_a*,15.775,1
색상_a*,50.025,1
색상_a*,-16.985,1
색상_a*,4.685,1
색상_a*,56.41,1
색상_a*,-17.7,1
색상_a*,16.205,1
색상_a*,55.7,1
색상_a*,-17.915,1
색상_a*,47.645,1
색상_a*,15.78,1
색상_a*,56.11,1
색상_a*,-17.895,1
색상_a*,11.935,1
색상_a*,19.955,1
색상_a*,-11.315,1
색상_a*,-8.545,1
색상_a*,12.195,1
색상_a*,26.36,1
색상_a*,11.23,1
색상_a*,24.685,1
색상_a*,9.62,1
색상_a*,58.135,1
색상_a*,22.83,1
색상_a*,57.535,1
색상_a*,20.705,1
색상_a*,56.465,1
색상_a*,17.015,1
색상_a*,55.985,1
색상_a*,55.705,1
색상_a*,12.635,1
색상_a*,-9.575,1
색상_a*,9.855,1
색상_a*,28.175,1
색상_a*,15.33,1
색상_a*,9.04,1
색상_a*,27.875,1
색상_a*,-8.03,1
색상_a*,18.765,1
색상_a*,-17.89,1
색상_a*,54.16,1
색상_a*,-7.965,1
색상_a*,-8.155,1
색상_a*,-7.94,1
색상_a*,-8.105,1
색상_a*,-8.055,1
색상_a*,-7.37,1
색상_a*,-18.185,1
색상_a*,-7.325,1
색상_a*,-7.8,1
색상_a*,-7.27,1
색상_a*,-7.705,1
색상_a*,-7.82,1
색상_a*,-7.895,1
색상_a*,-9.37,1
색상_a*,-8.795,1
색상_a*,54.74,1
색상_a*,-18.87,1
색상_a*,17.06,1
색상_a*,54.28,1
색상_a*,-17.595,1
색상_a*,50.31,1
색상_a*,14.465,1
색상_a*,56.04,1
색상_a*,-18.665,1
색상_a*,-16.51,1
색상_a*,52.135,1
색상_a*,12.39,1
색상_a*,55.21,1
색상_a*,12.37,1
색상_a*,-19.005,1
색상_a*,53.48,1
색상_a*,14.915,1
색상_a*,-19.1,1
색상_a*,-14.6,1
색상_a*,54.225,1
색상_a*,7.465,1
색상_a*,12.775,1
색상_a*,13.32,1
색상_a*,-7.975,1
색상_a*,9.08,1
색상_a*,7.65,1
색상_a*,44.335,1
색상_a*,-13.42,1
색상_a*,34.46,1
색상_a*,8.57,1
색상_a*,51.43,1
색상_a*,7.295,1
색상_a*,-17.315,1
색상_a*,-15.28,1
색상_a*,-17.505,1
색상_a*,42.235,1
색상_a*,-17.98,1
색상_a*,11.51,1
색상_a*,-16.18,1
색상_a*,-17.9,1
색상_a*,46.16,1
색상_a*,9.295,1
색상_a*,55.245,1
색상_a*,-14.485,1
색상_a*,1.64,1
색상_a*,-8.7,1
색상_a*,26.985,1
색상_a*,22.34,1
색상_a*,23.135,1
색상_a*,23.185,1
색상_a*,8.875,1
색상_a*,58.12,1
색상_a*,57.66,1
색상_a*,18.39,1
색상_a*,56.74,1
색상_a*,20.715,1
색상_a*,59.33,1
색상_a*,17.13,1
색상_a*,57.235,1
색상_a*,19.795,1
색상_a*,-6.505,1
색상_a*,-10.09,1
색상_a*,12.99,1
색상_a*,5.71,1
색상_a*,-16.695,1
색상_a*,49.145,1
색상_a*,13.305,1
색상_a*,33.21,1
색상_a*,-9.835,1
색상_a*,-11.335,1
색상_a*,-10.9,1
색상_a*,-10.095,1
색상_a*,-9.22,1
색상_a*,7.475,1
색상_a*,18.375,1
색상_a*,9.115,1
색상_a*,32.965,1
색상_a*,59.775,1
색상_a*,33.025,1
색상_a*,32.95,1
색상_a*,32.865,1
색상_a*,32.775,1
색상_a*,32.935,1
색상_a*,32.82,1
색상_a*,40.23,1
색상_a*,27.535,1
색상_a*,-8.615,1
색상_a*,-8.63,1
색상_a*,-8.995,1
색상_a*,-9.57,1
색상_a*,14.4,1
색상_a*,51.14,1
색상_a*,-15.635,1
색상_a*,52.635,1
색상_a*,59.885,1
색상_a*,18.325,1
색상_a*,-17.44,1
색상_a*,54.75,1
색상_a*,20.455,1
색상_a*,22.375,1
색상_a*,-16.78,1
색상_a*,57.0,1
색상_a*,24.565,1
색상_a*,-9.39,1
색상_a*,-9.36,1
색상_a*,-9.465,1
색상_a*,-9.51,1
색상_a*,-7.96,1
색상_a*,-7.92,1
색상_a*,5.445,1
색상_a*,50.68,1
색상_a*,18.58,1
색상_a*,1.48,1
색상_a*,1.215,1
색상_a*,2.315,1
색상_a*,43.925,1
색상_a*,-13.18,1
색상_a*,-16.845,1
색상_a*,34.335,1
색상_a*,-17.905,1
색상_a*,46.55,1
색상_a*,7.215,1
색상_a*,-14.895,1
색상_a*,-18.095,1
색상_a*,42.075,1
색상_a*,7.32,1
색상_a*,7.25,1
색상_a*,58.34,1
색상_a*,15.56,1
색상_a*,1.6,1
색상_a*,1.32,1
색상_a*,1.29,1
색상_a*,1.455,1
색상_a*,61.72,1
색상_a*,4.105,1
색상_a*,22.345,1
색상_a*,-7.375,1
색상_a*,-11.0,1
색상_a*,14.58,1
색상_a*,5.49,1
색상_a*,27.755,1
색상_a*,0.345,1
색상_a*,1.33,1
색상_a*,1.505,1
색상_a*,0.75,1
색상_a*,1.185,1
색상_a*,1.275,1
색상_a*,16.28,1
색상_a*,1.235,1
색상_a*,1.385,1
색상_a*,-15.385,1
색상_a*,59.275,1
색상_a*,60.65,1
색상_a*,28.075,1
색상_a*,59.73,1
색상_a*,23.405,1
색상_a*,-15.565,1
색상_a*,54.955,1
색상_a*,24.925,1
색상_a*,27.09,1
색상_a*,-14.58,1
색상_a*,57.285,1
색상_a*,28.055,1
색상_a*,-16.235,1
색상_a*,27.77,1
색상_a*,27.93,1
색상_a*,27.59,1
색상_a*,1.98,1
색상_a*,21.77,1
색상_a*,19.085,1
색상_a*,22.165,1
색상_a*,24.245,1
색상_a*,52.925,1
색상_a*,-14.83,1
색상_a*,-15.855,1
색상_a*,25.555,1
색상_a*,-17.125,1
색상_a*,49.51,1
색상_a*,18.595,1
색상_a*,21.38,1
색상_a*,21.705,1
색상_a*,21.645,1
색상_a*,21.55,1
색상_a*,21.49,1
색상_a*,1.57,1
색상_a*,18.035,1
색상_a*,20.51,1
색상_a*,22.24,1
색상_a*,22.39,1
색상_a*,22.065,1
색상_a*,21.415,1
색상_a*,21.795,1
색상_a*,21.385,1
색상_a*,61.4,1
색상_a*,61.505,1
색상_a*,-7.985,1
색상_a*,26.885,1
색상_a*,-2.18,1
색상_a*,-2.245,1
색상_a*,-1.92,1
색상_a*,-1.96,1
색상_a*,2.87,1
색상_a*,12.685,1
색상_a*,26.96,1
색상_a*,27.525,1
색상_a*,27.74,1
색상_a*,27.35,1
색상_a*,27.345,1
색상_a*,26.795,1
색상_a*,59.235,1
색상_a*,29.94,1
색상_a*,29.965,1
색상_a*,29.82,1
색상_a*,29.68,1
색상_a*,29.675,1
색상_a*,-2.26,1
색상_a*,-1.99,1
색상_a*,-2.025,1
색상_a*,-8.32,1
색상_a*,-8.295,1
색상_a*,-8.005,1
색상_a*,-8.13,1
색상_a*,-8.23,1
색상_a*,-8.125,1
색상_a*,-7.935,1
색상_a*,-8.235,1
색상_a*,-8.395,1
색상_a*,-1.93,1
색상_a*,-7.88,1
색상_a*,-8.02,1
색상_a*,-7.15,1
색상_a*,-6.37,1
색상_a*,-4.825,1
색상_a*,-1.88,1
색상_a*,-2.035,1
색상_a*,-1.965,1
색상_a*,30.51,1
색상_a*,27.175,1
색상_a*,61.89,1
색상_a*,61.425,1
색상_a*,61.98,1
색상_a*,62.775,1
색상_a*,62.815,1
색상_a*,63.27,1
색상_a*,20.11,1
색상_a*,63.26,1
색상_a*,16.425,1
색상_a*,61.15,1
색상_a*,61.59,1
색상_a*,36.025,1
색상_a*,61.715,1
색상_a*,61.445,1
색상_a*,61.545,1
색상_a*,26.72,1
색상_a*,62.265,1
색상_a*,62.085,1
색상_a*,62.485,1
색상_a*,62.45,1
색상_a*,56.615,1
색상_a*,62.8,1
색상_a*,57.035,1
색상_a*,57.575,1
색상_a*,19.91,1
색상_a*,7.08,1
색상_a*,52.245,1
색상_a*,21.765,1
색상_a*,58.595,1
색상_a*,22.53,1
색상_a*,61.63,1
색상_a*,22.12,1
색상_a*,62.685,1
색상_a*,62.715,1
색상_a*,62.885,1
색상_a*,62.92,1
색상_a*,26.685,1
색상_a*,62.535,1
색상_a*,55.785,1
색상_a*,57.625,1
색상_a*,57.465,1
색상_a*,8.08,1
색상_a*,54.63,1
색상_a*,7.305,1
색상_a*,12.46,1
색상_a*,-7.35,1
색상_a*,-6.41,1
색상_a*,8.15,1
색상_a*,19.63,1
색상_a*,9.09,1
색상_a*,36.41,1
색상_a*,23.12,1
색상_a*,43.71,1
색상_a*,27.24,1
색상_a*,30.54,1
색상_a*,12.07,1
색상_a*,55.81,1
색상_a*,11.46,1
색상_a*,25.46,1
색상_a*,56.98,1
색상_a*,20.39,1
색상_a*,56.15,1
색상_a*,52.63,1
색상_a*,-8.45,1
색상_a*,-10.57,1
색상_a*,-11.17,1
색상_a*,-9.72,1
색상_a*,-16.84,1
색상_a*,37.07,1
색상_a*,8.56,1
색상_a*,52.99,1
색상_a*,7.495,1
색상_a*,-17.15,1
색상_a*,56.07,1
색상_a*,-17.33,1
색상_a*,44.56,1
색상_a*,57.86,1
색상_a*,13.05,1
색상_a*,47.25,1
색상_a*,-16.89,1
색상_a*,51.92,1
색상_a*,18.63,1
색상_a*,19.55,1
색상_a*,-8.77,1
색상_a*,8.18,1
색상_a*,-9.34,1
색상_a*,47.37,1
색상_a*,-6.67,1
색상_a*,55.45,1
색상_a*,-18.35,1
색상_a*,51.87,1
색상_a*,-18.46,1
색상_a*,53.49,1
색상_a*,14.03,1
색상_a*,18.73,1
색상_a*,20.22,1
색상_a*,-5.71,1
색상_a*,-11.96,1
색상_a*,13.08,1
색상_a*,29.33,1
색상_a*,16.4,1
색상_a*,37.16,1
색상_a*,6.85,1
색상_a*,21.19,1
색상_a*,7.66,1
색상_a*,8.05,1
색상_a*,13.66,1
색상_a*,49.38,1
색상_a*,-16.63,1
색상_a*,-17.97,1
색상_a*,12.31,1
색상_a*,37.74,1
색상_a*,-1.7,1
색상_a*,-11.67,1
색상_a*,27.86,1
색상_a*,-0.84,1
색상_a*,-15.99,1
색상_a*,15.76,1
색상_a*,51.83,1
색상_a*,-16.56,1
색상_a*,-17.01,1
색상_a*,43.32,1
색상_a*,15.83,1
색상_a*,55.12,1
색상_a*,-16.97,1
색상_a*,14.8,1
색상_a*,55.38,1
색상_a*,-14.33,1
색상_a*,1.27,1
색상_a*,31.41,1
색상_a*,35.75,1
색상_a*,27.23,1
색상_a*,31.11,1
색상_a*,30.93,1
색상_a*,30.64,1
색상_a*,32.67,1
색상_a*,32.41,1
색상_a*,34.28,1
색상_a*,34.09,1
색상_a*,35.54,1
색상_a*,-0.38,1
색상_a*,35.83,1
색상_a*,0.28,1
색상_a*,0.15,1
색상_a*,0.09,1
색상_a*,-0.4,1
색상_a*,-1.63,1
색상_a*,-1.65,1
색상_a*,-0.74,1
색상_a*,27.1,1
색상_a*,21.89,1
색상_a*,22.47,1
색상_a*,10.44,1
색상_a*,10.52,1
색상_a*,10.42,1
색상_a*,10.25,1
색상_a*,10.6,1
색상_a*,10.04,1
색상_a*,10.56,1
색상_a*,10.38,1
색상_a*,9.95,1
색상_a*,10.66,1
색상_a*,10.49,1
색상_a*,11.0,1
색상_a*,10.62,1
색상_a*,10.61,1
색상_a*,11.14,1
색상_a*,10.83,1
색상_a*,10.79,1
색상_a*,10.31,1
색상_a*,-0.8,1
색상_a*,-0.18,1
색상_a*,21.01,1
색상_a*,21.75,1
색상_a*,3.91,1
색상_a*,29.53,1
색상_a*,16.59,1
색상_a*,36.42,1
색상_a*,6.92,1
색상_a*,7.06,1
색상_a*,54.03,1
색상_a*,22.35,1
색상_a*,60.8,1
색상_a*,0.79,1
색상_a*,61.32,1
색상_a*,61.28,1
색상_a*,5.19,1
색상_a*,-7.68,1
색상_a*,-11.04,1
색상_a*,15.24,1
색상_a*,30.31,1
색상_a*,-9.93,1
색상_a*,13.47,1
색상_a*,2.91,1
